p sp 100 9900
a 15 33 381
a 15 34 639
a 15 35 369
a 15 36 661
a 15 37 184
a 15 38 230
a 15 39 472
a 15 40 810
a 15 41 49
a 15 42 950
a 15 43 138
a 15 44 198
a 15 45 477
a 15 46 2
a 15 47 474
a 15 48 267
a 15 49 938
a 15 50 943
a 15 51 138
a 15 52 423
a 15 53 839
a 15 54 730
a 15 55 520
a 15 56 715
a 15 57 911
a 15 58 174
a 15 59 642
a 15 60 528
a 15 61 182
a 15 62 171
a 15 63 843
a 15 64 944
a 15 65 258
a 15 66 423
a 15 67 922
a 15 68 227
a 15 69 194
a 15 70 273
a 15 71 186
a 15 72 518
a 15 73 586
a 15 74 528
a 15 75 236
a 15 76 533
a 15 77 637
a 15 78 88
a 15 79 742
a 15 80 762
a 15 81 41
a 15 82 116
a 15 83 487
a 15 84 107
a 15 85 870
a 15 86 260
a 15 87 736
a 15 88 567
a 15 89 623
a 15 90 969
a 15 91 636
a 15 92 249
a 15 93 998
a 15 94 236
a 15 95 696
a 15 96 499
a 15 97 763
a 15 98 754
a 15 99 827
a 15 100 852
a 16 1 206
a 16 2 58
a 16 3 438
a 16 4 82
a 16 5 192
a 16 6 764
a 16 7 829
a 16 8 24
a 16 9 678
a 16 10 675
a 16 11 812
a 16 12 625
a 16 13 325
a 16 14 36
a 16 15 531
a 16 17 122
a 16 18 558
a 16 19 684
a 16 20 162
a 16 21 459
a 16 22 835
a 16 23 454
a 16 24 372
a 16 25 542
a 16 26 520
a 16 27 698
a 16 28 920
a 16 29 14
a 16 30 514
a 16 31 806
a 16 32 875
a 16 33 369
a 16 34 163
a 16 35 241
a 16 36 982
a 16 37 606
a 16 38 819
a 16 39 938
a 16 40 558
a 16 41 519
a 16 42 400
a 16 43 405
a 16 44 342
a 16 45 360
a 16 46 311
a 16 47 197
a 16 48 166
a 16 49 61
a 16 50 872
a 16 51 923
a 16 52 159
a 16 53 431
a 16 54 885
a 16 55 21
a 16 56 276
a 16 57 247
a 16 58 258
a 16 59 559
a 16 60 403
a 16 61 897
a 16 62 358
a 16 63 157
a 16 64 121
a 16 65 170
a 16 66 289
a 16 67 990
a 16 68 345
a 16 69 306
a 16 70 435
a 16 71 194
a 16 72 421
a 16 73 91
a 16 74 499
a 16 75 253
a 16 76 867
a 16 77 655
a 16 78 613
a 16 79 297
a 16 80 432
a 16 81 725
a 16 82 890
a 16 83 583
a 16 84 48
a 16 85 684
a 16 86 635
a 16 87 654
a 16 88 908
a 16 89 181
a 16 90 526
a 16 91 314
a 16 92 753
a 16 93 949
a 16 94 119
a 16 95 942
a 16 96 311
a 16 97 992
a 16 98 896
a 16 99 121
a 16 100 215
a 17 1 335
a 17 2 841
a 17 3 77
a 17 4 884
a 17 5 490
a 17 6 463
a 17 7 874
a 17 8 90
a 17 9 526
a 17 10 721
a 17 11 31
a 17 12 986
a 17 13 712
a 17 14 69
a 17 15 145
a 17 16 651
a 17 18 800
a 17 19 639
a 17 20 218
a 17 21 986
a 17 22 271
a 17 23 843
a 17 24 163
a 17 25 43
a 17 26 368
a 17 27 773
a 17 28 577
a 17 29 876
a 17 30 498
a 17 31 216
a 17 32 627
a 17 33 680
a 17 34 107
a 17 35 635
a 17 36 273
a 17 37 706
a 17 38 870
a 17 39 69
a 17 40 622
a 17 41 733
a 17 42 134
a 17 43 513
a 17 44 679
a 17 45 611
a 17 46 224
a 17 47 770
a 17 48 946
a 17 49 50
a 17 50 292
a 17 51 320
a 17 52 711
a 17 53 751
a 17 54 212
a 17 55 777
a 17 56 314
a 17 57 167
a 17 58 620
a 17 59 889
a 17 60 38
a 17 61 777
a 17 62 0
a 17 63 625
a 17 64 115
a 17 65 437
a 17 66 952
a 17 67 915
a 17 68 920
a 17 69 111
a 17 70 62
a 17 71 451
a 17 72 65
a 17 73 884
a 17 74 453
a 17 75 455
a 17 76 433
a 17 77 162
a 17 78 420
a 17 79 752
a 17 80 129
a 17 81 836
a 17 82 945
a 17 83 71
a 17 84 679
a 17 85 164
a 17 86 430
a 17 87 992
a 17 88 775
a 17 89 543
a 17 90 263
a 17 91 217
a 17 92 349
a 17 93 436
a 17 94 161
a 17 95 707
a 17 96 568
a 17 97 204
a 17 98 20
a 17 99 768
a 17 100 985
a 18 1 795
a 18 2 586
a 18 3 427
a 18 4 121
a 18 5 781
a 18 6 565
a 18 7 698
a 18 8 454
a 18 9 961
a 18 10 396
a 18 11 231
a 18 12 861
a 18 13 689
a 18 14 590
a 18 15 554
a 18 16 401
a 18 17 904
a 18 19 964
a 18 20 800
a 18 21 242
a 18 22 458
a 18 23 643
a 18 24 903
a 18 25 743
a 18 26 702
a 18 27 896
a 18 28 951
a 18 29 316
a 18 30 759
a 18 31 649
a 18 32 737
a 18 33 284
a 18 34 622
a 18 35 402
a 18 36 739
a 18 37 407
a 18 38 937
a 18 39 93
a 18 40 802
a 18 41 76
a 18 42 559
a 18 43 72
a 18 44 495
a 18 45 704
a 18 46 217
a 18 47 923
a 18 48 626
a 18 49 13
a 18 50 578
a 18 51 495
a 18 52 89
a 18 53 844
a 18 54 592
a 18 55 247
a 18 56 713
a 18 57 378
a 18 58 256
a 18 59 242
a 18 60 283
a 18 61 966
a 18 62 229
a 18 63 502
a 18 64 552
a 18 65 745
