p sp 20 380
a 10 3 143
a 10 4 308
a 10 5 657
a 10 6 812
a 10 7 231
a 10 8 915
a 10 9 34
a 10 11 392
a 10 12 775
a 10 13 494
a 10 14 830
a 10 15 38
a 10 16 699
a 10 17 778
a 10 18 885
a 10 19 653
a 10 20 420
a 11 1 166
a 11 2 289
a 11 3 291
a 11 4 245
a 11 5 241
a 11 6 491
a 11 7 682
a 11 8 145
a 11 9 256
a 11 10 513
a 11 12 421
a 11 13 551
a 11 14 21
a 11 15 619
a 11 16 99
a 11 17 46
a 11 18 576
a 11 19 105
a 11 20 435
a 12 1 312
a 12 2 674
a 12 3 702
a 12 4 262
a 12 5 210
a 12 6 517
a 12 7 752
a 12 8 848
a 12 9 330
a 12 10 685
a 12 11 860
a 12 13 367
a 12 14 680
a 12 15 825
a 12 16 102
a 12 17 666
a 12 18 85
a 12 19 49
a 12 20 695
a 13 1 866
a 13 2 198
a 13 3 641
a 13 4 372
a 13 5 75
a 13 6 609
a 13 7 165
a 13 8 950
a 13 9 924
a 13 10 702
a 13 11 763
a 13 12 108
a 13 14 178
a 13 15 606
a 13 16 363
a 13 17 65
a 13 18 681
a 13 19 975
a 13 20 329
a 14 1 324
a 14 2 914
a 14 3 343
a 14 4 281
a 14 5 979
a 14 6 709
a 14 7 892
a 14 8 722
a 14 9 294
a 14 10 609
a 14 11 945
a 14 12 212
a 14 13 914
a 14 15 958
a 14 16 731
a 14 17 185
a 14 18 899
a 14 19 898
a 14 20 768
a 15 1 631
a 15 2 760
a 15 3 984
a 15 4 398
a 15 5 731
a 15 6 218
a 15 7 449
a 15 8 922
a 15 9 639
a 15 10 356
a 15 11 519
a 15 12 390
a 15 13 92
a 15 14 820
a 15 16 13
a 15 17 936
a 15 18 384
a 15 19 464
a 15 20 184
a 16 1 689
a 16 2 321
a 16 3 58
a 16 4 672
a 16 5 331
a 16 6 512
a 16 7 156
a 16 8 103
a 16 9 554
a 16 10 279
a 16 11 724
a 16 12 24
a 16 13 676
a 16 14 50
a 16 15 520
a 16 17 577
a 16 18 312
a 16 19 249
a 16 20 907
a 17 1 33
a 17 2 674
a 17 3 956
a 17 4 878
a 17 5 154
a 17 6 189
a 17 7 245
a 17 8 319
a 17 9 159
a 17 10 487
a 17 11 89
a 17 12 477
a 17 13 94
a 17 14 176
a 17 15 327
a 17 16 848
a 17 18 823
a 17 19 618
a 17 20 366
a 18 1 381
a 18 2 972
a 18 3 306
a 18 4 211
a 18 5 176
a 18 6 790
a 18 7 437
a 18 8 968
a 18 9 825
a 18 10 37
a 18 11 283
a 18 12 926
a 18 13 567
a 18 14 8
a 18 15 672
a 18 16 723
a 18 17 671
a 18 19 184
a 18 20 261
a 19 1 708
a 19 2 501
a 19 3 722
a 19 4 418
a 19 5 652
a 19 6 88
a 19 7 289
a 19 8 455
a 19 9 18
a 19 10 786
a 19 11 47
a 19 12 590
a 19 13 135
a 19 14 86
a 19 15 236
a 19 16 947
a 19 17 173
a 19 18 640
a 19 20 117
a 20 1 107
a 20 2 64
a 20 3 816
a 20 4 182
a 20 5 392
a 20 6 408
a 20 7 606
a 20 8 160
a 20 9 346
a 20 10 901
a 20 11 551
a 20 12 715
a 20 13 887
a 20 14 865
a 20 15 462
a 20 16 796
a 20 17 99
a 20 18 577
a 20 19 59
