p sp 50 2450
a 7 34 95
a 7 35 508
a 7 36 354
a 7 37 929
a 7 38 644
a 7 39 85
a 7 40 345
a 7 41 383
a 7 42 26
a 7 43 83
a 7 44 972
a 7 45 516
a 7 46 663
a 7 47 627
a 7 48 140
a 7 49 641
a 7 50 784
a 8 1 369
a 8 2 782
a 8 3 670
a 8 4 64
a 8 5 556
a 8 6 325
a 8 7 787
a 8 9 454
a 8 10 142
a 8 11 347
a 8 12 514
a 8 13 99
a 8 14 578
a 8 15 680
a 8 16 335
a 8 17 705
a 8 18 460
a 8 19 265
a 8 20 575
a 8 21 372
a 8 22 708
a 8 23 810
a 8 24 900
a 8 25 20
a 8 26 634
a 8 27 836
a 8 28 830
a 8 29 193
a 8 30 307
a 8 31 175
a 8 32 699
a 8 33 165
a 8 34 26
a 8 35 416
a 8 36 479
a 8 37 477
a 8 38 103
a 8 39 940
a 8 40 188
a 8 41 208
a 8 42 19
a 8 43 307
a 8 44 331
a 8 45 430
a 8 46 273
a 8 47 845
a 8 48 273
a 8 49 433
a 8 50 423
a 9 1 912
a 9 2 395
a 9 3 951
a 9 4 498
a 9 5 695
a 9 6 81
a 9 7 69
a 9 8 709
a 9 10 259
a 9 11 598
a 9 12 973
a 9 13 346
a 9 14 958
a 9 15 165
a 9 16 449
a 9 17 270
a 9 18 739
a 9 19 301
a 9 20 813
a 9 21 81
a 9 22 783
a 9 23 582
a 9 24 424
a 9 25 187
a 9 26 314
a 9 27 402
a 9 28 675
a 9 29 496
a 9 30 454
a 9 31 956
a 9 32 631
a 9 33 532
a 9 34 86
a 9 35 347
a 9 36 979
a 9 37 24
a 9 38 640
a 9 39 919
a 9 40 620
a 9 41 914
a 9 42 27
a 9 43 675
a 9 44 603
a 9 45 792
a 9 46 889
a 9 47 321
a 9 48 794
a 9 49 629
a 9 50 542
a 10 1 872
a 10 2 918
a 10 3 890
a 10 4 590
a 10 5 545
a 10 6 406
a 10 7 582
a 10 8 914
a 10 9 693
a 10 11 393
a 10 12 198
a 10 13 803
a 10 14 680
a 10 15 740
a 10 16 773
a 10 17 933
a 10 18 321
a 10 19 154
a 10 20 116
a 10 21 765
a 10 22 295
a 10 23 417
a 10 24 267
a 10 25 283
a 10 26 581
a 10 27 195
a 10 28 77
a 10 29 705
a 10 30 382
a 10 31 321
a 10 32 448
a 10 33 889
a 10 34 625
a 10 35 330
a 10 36 50
a 10 37 73
a 10 38 997
a 10 39 610
a 10 40 821
a 10 41 146
a 10 42 438
a 10 43 771
a 10 44 635
a 10 45 477
a 10 46 262
a 10 47 943
a 10 48 465
a 10 49 868
a 10 50 756
a 11 1 714
a 11 2 248
a 11 3 687
a 11 4 848
a 11 5 940
a 11 6 455
a 11 7 475
a 11 8 788
a 11 9 973
a 11 10 818
a 11 12 460
a 11 13 332
a 11 14 815
a 11 15 294
a 11 16 140
a 11 17 766
a 11 18 543
a 11 19 497
a 11 20 225
a 11 21 50
a 11 22 948
a 11 23 974
a 11 24 594
a 11 25 59
a 11 26 726
a 11 27 215
a 11 28 490
a 11 29 844
a 11 30 551
a 11 31 889
a 11 32 355
a 11 33 756
a 11 34 173
a 11 35 931
a 11 36 868
a 11 37 986
a 11 38 517
a 11 39 902
a 11 40 564
a 11 41 920
a 11 42 897
a 11 43 301
a 11 44 779
a 11 45 835
a 11 46 675
a 11 47 926
a 11 48 535
a 11 49 145
a 11 50 127
a 12 1 328
a 12 2 348
a 12 3 65
a 12 4 892
a 12 5 443
a 12 6 699
a 12 7 646
a 12 8 347
a 12 9 442
a 12 10 940
a 12 11 396
a 12 13 302
a 12 14 355
a 12 15 299
a 12 16 593
a 12 17 474
a 12 18 861
a 12 19 574
a 12 20 45
a 12 21 645
a 12 22 152
a 12 23 140
a 12 24 513
a 12 25 552
a 12 26 240
a 12 27 311
a 12 28 835
a 12 29 205
a 12 30 234
a 12 31 746
a 12 32 856
a 12 33 225
a 12 34 509
a 12 35 596
a 12 36 856
a 12 37 67
a 12 38 386
a 12 39 387
a 12 40 758
a 12 41 827
a 12 42 236
a 12 43 673
a 12 44 989
a 12 45 43
a 12 46 952
a 12 47 50
a 12 48 771
a 12 49 121
a 12 50 142
a 13 1 43
a 13 2 9
a 13 3 162
a 13 4 461
a 13 5 460
a 13 6 152
a 13 7 536
a 13 8 306
a 13 9 559
a 13 10 997
a 13 11 925
a 13 12 81
a 13 14 934
a 13 15 877
a 13 16 437
a 13 17 802
a 13 18 712
a 13 19 689
a 13 20 415
a 13 21 533
a 13 22 156
a 13 23 315
a 13 24 12
a 13 25 758
a 13 26 115
a 13 27 175
a 13 28 374
a 13 29 849
a 13 30 274
a 13 31 226
a 13 32 290
a 13 33 14
a 13 34 509
a 13 35 550
a 13 36 102
a 13 37 653
a 13 38 741
a 13 39 939
a 13 40 531
a 13 41 891
a 13 42 402
a 13 43 887
a 13 44 147
a 13 45 715
a 13 46 826
a 13 47 311
a 13 48 795
a 13 49 998
a 13 50 856
a 14 1 955
a 14 2 674
a 14 3 83
a 14 4 932
a 14 5 989
a 14 6 928
a 14 7 790
a 14 8 705
a 14 9 386
a 14 10 103
a 14 11 453
a 14 12 481
a 14 13 511
a 14 15 837
a 14 16 493
a 14 17 307
a 14 18 628
a 14 19 448
a 14 20 537
a 14 21 70
a 14 22 516
a 14 23 808
a 14 24 875
a 14 25 458
a 14 26 131
a 14 27 407
a 14 28 441
a 14 29 597
a 14 30 30
a 14 31 580
a 14 32 312
a 14 33 468
a 14 34 694
a 14 35 67
a 14 36 988
a 14 37 629
a 14 38 860
a 14 39 742
a 14 40 502
a 14 41 307
a 14 42 542
a 14 43 303
a 14 44 947
a 14 45 313
a 14 46 408
a 14 47 50
a 14 48 980
a 14 49 69
a 14 50 652
a 15 1 752
a 15 2 992
a 15 3 470
a 15 4 58
a 15 5 118
a 15 6 914
a 15 7 127
a 15 8 471
a 15 9 162
a 15 10 497
a 15 11 425
a 15 12 746
a 15 13 414
a 15 14 506
a 15 16 212
a 15 17 450
a 15 18 842
a 15 19 736
a 15 20 126
a 15 21 337
a 15 22 870
a 15 23 949
a 15 24 769
a 15 25 867
a 15 26 108
a 15 27 221
a 15 28 305
a 15 29 111
a 15 30 962
a 15 31 665
a 15 32 955
a 15 33 844
a 15 34 366
a 15 35 153
a 15 36 287
a 15 37 765
a 15 38 199
a 15 39 625
a 15 40 775
a 15 41 101
a 15 42 506
a 15 43 316
a 15 44 541
a 15 45 995
a 15 46 851
a 15 47 44
a 15 48 424
a 15 49 503
a 15 50 903
a 16 1 455
a 16 2 759
a 16 3 338
a 16 4 712
a 16 5 658
a 16 6 507
a 16 7 434
a 16 8 136
a 16 9 930
a 16 10 49
a 16 11 195
a 16 12 388
a 16 13 430
a 16 14 966
a 16 15 694
a 16 17 586
a 16 18 30
a 16 19 832
a 16 20 685
a 16 21 315
a 16 22 158
a 16 23 611
a 16 24 252
a 16 25 233
a 16 26 523
a 16 27 17
a 16 28 274
a 16 29 49
a 16 30 444
a 16 31 472
a 16 32 69
a 16 33 170
a 16 34 170
a 16 35 720
a 16 36 985
a 16 37 580
a 16 38 720
a 16 39 538
a 16 40 745
a 16 41 458
a 16 42 11
a 16 43 673
a 16 44 324
a 16 45 63
a 16 46 962
a 16 47 460
a 16 48 441
a 16 49 764
a 16 50 158
a 17 1 946
a 17 2 26
a 17 3 640
a 17 4 395
a 17 5 692
a 17 6 644
a 17 7 430
a 17 8 605
a 17 9 237
a 17 10 789
a 17 11 834
a 17 12 915
a 17 13 493
a 17 14 245
a 17 15 331
a 17 16 79
a 17 18 721
a 17 19 13
a 17 20 722
a 17 21 76
a 17 22 292
a 17 23 402
a 17 24 249
a 17 25 454
a 17 26 938
a 17 27 754
a 17 28 101
a 17 29 533
a 17 30 887
a 17 31 997
a 17 32 924
a 17 33 745
a 17 34 59
a 17 35 565
a 17 36 687
a 17 37 510
a 17 38 672
a 17 39 550
a 17 40 825
a 17 41 554
a 17 42 210
a 17 43 830
a 17 44 253
a 17 45 474
a 17 46 757
a 17 47 733
a 17 48 323
a 17 49 344
a 17 50 923
a 18 1 934
a 18 2 203
a 18 3 495
a 18 4 771
a 18 5 972
a 18 6 239
a 18 7 348
a 18 8 482
a 18 9 213
a 18 10 61
a 18 11 999
a 18 12 829
a 18 13 610
a 18 14 291
a 18 15 855
a 18 16 580
a 18 17 724
a 18 19 809
a 18 20 585
a 18 21 881
a 18 22 472
a 18 23 690
a 18 24 658
a 18 25 918
a 18 26 395
a 18 27 698
a 18 28 215
a 18 29 346
a 18 30 319
a 18 31 424
a 18 32 188
a 18 33 772
a 18 34 220
a 18 35 973
a 18 36 41
a 18 37 830
a 18 38 367
a 18 39 179
a 18 40 534
a 18 41 803
a 18 42 581
a 18 43 527
a 18 44 288
a 18 45 208
a 18 46 664
a 18 47 191
a 18 48 321
a 18 49 894
a 18 50 401
a 19 1 500
a 19 2 291
a 19 3 62
a 19 4 739
a 19 5 121
a 19 6 261
a 19 7 347
a 19 8 278
a 19 9 993
a 19 10 500
a 19 11 691
a 19 12 713
a 19 13 748
a 19 14 451
a 19 15 54
a 19 16 103
a 19 17 818
a 19 18 923
a 19 20 917
a 19 21 299
a 19 22 470
a 19 23 466
a 19 24 323
a 19 25 835
a 19 26 356
a 19 27 392
a 19 28 151
a 19 29 463
a 19 30 706
a 19 31 805
a 19 32 568
a 19 33 682
a 19 34 322
a 19 35 844
a 19 36 455
a 19 37 248
a 19 38 470
a 19 39 435
a 19 40 824
a 19 41 334
a 19 42 98
a 19 43 400
a 19 44 664
a 19 45 909
a 19 46 862
a 19 47 925
a 19 48 256
a 19 49 175
a 19 50 545
a 20 1 732
a 20 2 776
a 20 3 184
a 20 4 398
a 20 5 642
a 20 6 844
a 20 7 13
a 20 8 74
a 20 9 216
a 20 10 482
a 20 11 152
a 20 12 691
a 20 13 485
a 20 14 65
a 20 15 201
a 20 16 786
a 20 17 645
a 20 18 476
a 20 19 582
a 20 21 393
a 20 22 916
a 20 23 756
a 20 24 331
a 20 25 318
a 20 26 59
a 20 27 705
a 20 28 498
a 20 29 158
a 20 30 490
a 20 31 793
a 20 32 13
a 20 33 570
a 20 34 115
a 20 35 63
a 20 36 606
a 20 37 404
a 20 38 45
a 20 39 789
a 20 40 341
a 20 41 954
a 20 42 502
a 20 43 601
a 20 44 841
a 20 45 714
a 20 46 47
a 20 47 187
a 20 48 453
a 20 49 452
a 20 50 164
a 21 1 917
a 21 2 341
a 21 3 163
a 21 4 897
a 21 5 505
a 21 6 286
a 21 7 123
a 21 8 21
a 21 9 382
a 21 10 552
a 21 11 596
a 21 12 754
a 21 13 851
a 21 14 599
a 21 15 469
a 21 16 898
a 21 17 226
a 21 18 861
a 21 19 385
a 21 20 691
a 21 22 534
a 21 23 850
a 21 24 293
a 21 25 100
a 21 26 853
a 21 27 484
a 21 28 791
a 21 29 845
a 21 30 366
a 21 31 902
a 21 32 232
a 21 33 818
a 21 34 98
a 21 35 677
a 21 36 835
a 21 37 432
a 21 38 351
a 21 39 357
a 21 40 595
a 21 41 6
a 21 42 696
a 21 43 360
a 21 44 952
a 21 45 125
a 21 46 782
a 21 47 183
a 21 48 498
a 21 49 872
a 21 50 594
a 22 1 950
a 22 2 780
a 22 3 548
a 22 4 71
a 22 5 196
a 22 6 250
a 22 7 417
a 22 8 988
a 22 9 288
a 22 10 146
a 22 11 958
a 22 12 168
a 22 13 716
a 22 14 663
a 22 15 864
a 22 16 708
a 22 17 798
a 22 18 440
a 22 19 875
a 22 20 780
a 22 21 546
a 22 23 365
a 22 24 471
a 22 25 405
a 22 26 240
a 22 27 330
a 22 28 332
a 22 29 824
a 22 30 171
a 22 31 561
a 22 32 502
a 22 33 373
a 22 34 776
a 22 35 757
a 22 36 17
a 22 37 920
a 22 38 755
a 22 39 361
a 22 40 621
a 22 41 600
a 22 42 413
a 22 43 884
a 22 44 634
a 22 45 770
a 22 46 288
a 22 47 495
a 22 48 909
a 22 49 961
a 22 50 680
a 23 1 980
a 23 2 345
a 23 3 337
a 23 4 355
a 23 5 233
a 23 6 558
a 23 7 919
a 23 8 810
a 23 9 347
a 23 10 262
a 23 11 626
a 23 12 405
a 23 13 963
a 23 14 778
a 23 15 29
a 23 16 834
a 23 17 476
a 23 18 264
a 23 19 266
a 23 20 799
a 23 21 794
a 23 22 48
a 23 24 111
a 23 25 155
a 23 26 923
a 23 27 826
a 23 28 988
a 23 29 552
a 23 30 329
a 23 31 929
a 23 32 323
a 23 33 451
a 23 34 382
a 23 35 282
a 23 36 679
a 23 37 834
a 23 38 639
a 23 39 373
a 23 40 445
a 23 41 452
a 23 42 353
a 23 43 658
a 23 44 85
a 23 45 396
a 23 46 494
a 23 47 509
a 23 48 400
a 23 49 478
a 23 50 97
a 24 1 531
a 24 2 931
a 24 3 528
a 24 4 797
a 24 5 746
a 24 6 387
a 24 7 578
a 24 8 33
a 24 9 748
a 24 10 927
a 24 11 686
a 24 12 734
a 24 13 604
a 24 14 489
a 24 15 520
a 24 16 431
a 24 17 854
a 24 18 356
a 24 19 6
a 24 20 103
a 24 21 627
a 24 22 999
a 24 23 224
a 24 25 502
a 24 26 138
a 24 27 799
a 24 28 609
a 24 29 716
a 24 30 592
a 24 31 144
a 24 32 427
a 24 33 108
a 24 34 344
a 24 35 565
a 24 36 831
a 24 37 74
a 24 38 707
a 24 39 955
a 24 40 818
a 24 41 997
a 24 42 297
a 24 43 834
a 24 44 601
a 24 45 165
a 24 46 454
a 24 47 43
a 24 48 485
a 24 49 549
a 24 50 685
a 25 1 346
a 25 2 975
a 25 3 521
a 25 4 568
a 25 5 381
a 25 6 853
a 25 7 553
a 25 8 709
a 25 9 682
a 25 10 874
a 25 11 572
a 25 12 177
a 25 13 140
a 25 14 266
a 25 15 973
a 25 16 1
a 25 17 623
a 25 18 322
a 25 19 649
a 25 20 476
a 25 21 327
a 25 22 836
a 25 23 231
a 25 24 730
a 25 26 869
a 25 27 56
a 25 28 742
a 25 29 463
a 25 30 153
a 25 31 204
a 25 32 441
a 25 33 624
a 25 34 248
a 25 35 645
a 25 36 78
a 25 37 564
a 25 38 767
a 25 39 3
a 25 40 298
a 25 41 963
a 25 42 589
a 25 43 960
a 25 44 734
a 25 45 178
a 25 46 405
a 25 47 721
a 25 48 637
a 25 49 197
a 25 50 25
a 26 1 635
a 26 2 939
a 26 3 611
a 26 4 399
a 26 5 246
a 26 6 15
a 26 7 662
a 26 8 840
a 26 9 333
a 26 10 753
a 26 11 279
a 26 12 51
a 26 13 356
a 26 14 164
a 26 15 53
a 26 16 398
a 26 17 648
a 26 18 420
a 26 19 503
a 26 20 805
a 26 21 562
a 26 22 601
a 26 23 477
a 26 24 456
a 26 25 404
a 26 27 210
a 26 28 146
a 26 29 321
a 26 30 41
a 26 31 530
a 26 32 740
a 26 33 427
a 26 34 97
a 26 35 918
a 26 36 122
a 26 37 764
a 26 38 658
a 26 39 989
a 26 40 164
a 26 41 203
a 26 42 631
a 26 43 958
a 26 44 663
a 26 45 722
a 26 46 93
a 26 47 236
a 26 48 302
a 26 49 540
a 26 50 777
a 27 1 45
a 27 2 145
a 27 3 679
a 27 4 730
a 27 5 54
a 27 6 65
a 27 7 51
a 27 8 548
a 27 9 344
a 27 10 9
a 27 11 377
a 27 12 395
a 27 13 310
a 27 14 414
a 27 15 701
a 27 16 676
a 27 17 780
a 27 18 808
a 27 19 116
a 27 20 511
a 27 21 857
a 27 22 294
a 27 23 806
a 27 24 807
a 27 25 917
a 27 26 677
a 27 28 332
a 27 29 191
a 27 30 187
a 27 31 850
a 27 32 466
a 27 33 254
a 27 34 0
a 27 35 218
a 27 36 734
a 27 37 724
a 27 38 81
a 27 39 65
a 27 40 342
a 27 41 258
a 27 42 713
a 27 43 423
a 27 44 870
a 27 45 478
a 27 46 96
a 27 47 52
a 27 48 567
a 27 49 892
a 27 50 980
a 28 1 109
a 28 2 393
a 28 3 53
a 28 4 707
a 28 5 364
a 28 6 825
a 28 7 947
a 28 8 711
a 28 9 387
a 28 10 563
a 28 11 58
a 28 12 192
a 28 13 377
a 28 14 808
a 28 15 233
a 28 16 741
a 28 17 667
a 28 18 8
a 28 19 94
a 28 20 771
a 28 21 115
a 28 22 18
a 28 23 133
a 28 24 947
a 28 25 389
a 28 26 926
a 28 27 33
a 28 29 328
a 28 30 628
a 28 31 10
a 28 32 993
a 28 33 958
a 28 34 273
a 28 35 817
a 28 36 300
a 28 37 300
a 28 38 292
a 28 39 685
a 28 40 285
a 28 41 850
a 28 42 96
a 28 43 213
a 28 44 767
a 28 45 91
a 28 46 555
a 28 47 207
a 28 48 536
a 28 49 660
a 28 50 795
a 29 1 95
a 29 2 610
a 29 3 210
a 29 4 265
a 29 5 677
a 29 6 341
a 29 7 48
a 29 8 425
a 29 9 219
a 29 10 286
a 29 11 126
a 29 12 512
a 29 13 492
a 29 14 987
a 29 15 66
a 29 16 196
a 29 17 750
a 29 18 780
a 29 19 155
a 29 20 407
a 29 21 112
a 29 22 947
a 29 23 528
a 29 24 460
a 29 25 948
a 29 26 996
a 29 27 908
a 29 28 808
a 29 30 926
a 29 31 389
a 29 32 525
a 29 33 577
a 29 34 146
a 29 35 47
a 29 36 792
a 29 37 578
a 29 38 937
a 29 39 714
a 29 40 142
a 29 41 605
a 29 42 220
a 29 43 988
a 29 44 674
a 29 45 382
a 29 46 679
a 29 47 235
a 29 48 816
a 29 49 246
a 29 50 615
a 30 1 782
a 30 2 959
a 30 3 566
a 30 4 588
a 30 5 399
a 30 6 944
a 30 7 847
a 30 8 783
a 30 9 371
a 30 10 340
a 30 11 576
a 30 12 196
a 30 13 983
a 30 14 16
a 30 15 631
a 30 16 497
a 30 17 893
a 30 18 668
a 30 19 710
a 30 20 389
a 30 21 405
a 30 22 271
a 30 23 663
a 30 24 497
a 30 25 675
a 30 26 165
a 30 27 360
a 30 28 290
a 30 29 119
a 30 31 337
a 30 32 336
a 30 33 220
a 30 34 512
a 30 35 242
a 30 36 831
a 30 37 576
a 30 38 256
a 30 39 81
a 30 40 737
a 30 41 950
a 30 42 42
a 30 43 393
a 30 44 363
a 30 45 659
a 30 46 382
a 30 47 806
a 30 48 164
a 30 49 908
a 30 50 20
a 31 1 286
a 31 2 45
a 31 3 881
a 31 4 748
a 31 5 914
a 31 6 209
a 31 7 330
a 31 8 892
a 31 9 597
a 31 10 285
a 31 11 293
a 31 12 705
a 31 13 979
a 31 14 920
a 31 15 565
a 31 16 524
a 31 17 899
a 31 18 476
a 31 19 92
a 31 20 14
a 31 21 509
a 31 22 795
a 31 23 25
a 31 24 907
a 31 25 461
a 31 26 122
a 31 27 234
a 31 28 507
a 31 29 269
a 31 30 248
a 31 32 11
a 31 33 508
a 31 34 670
a 31 35 151
a 31 36 5
a 31 37 209
a 31 38 7
a 31 39 194
a 31 40 592
a 31 41 269
a 31 42 140
a 31 43 189
a 31 44 584
a 31 45 640
a 31 46 64
a 31 47 248
a 31 48 635
a 31 49 48
a 31 50 98
a 32 1 20
a 32 2 464
a 32 3 281
a 32 4 444
a 32 5 499
a 32 6 449
a 32 7 845
a 32 8 430
a 32 9 67
a 32 10 681
a 32 11 620
a 32 12 223
a 32 13 356
a 32 14 79
a 32 15 493
a 32 16 76
a 32 17 981
a 32 18 849
a 32 19 306
a 32 20 646
a 32 21 410
a 32 22 833
a 32 23 224
a 32 24 272
a 32 25 640
a 32 26 3
a 32 27 636
a 32 28 959
a 32 29 183
a 32 30 324
a 32 31 950
a 32 33 576
a 32 34 223
a 32 35 132
a 32 36 737
a 32 37 612
a 32 38 43
a 32 39 884
a 32 40 872
a 32 41 878
a 32 42 648
a 32 43 296
a 32 44 139
a 32 45 683
a 32 46 862
a 32 47 590
a 32 48 815
a 32 49 800
a 32 50 205
a 33 1 957
a 33 2 441
a 33 3 224
a 33 4 489
a 33 5 342
a 33 6 267
a 33 7 619
a 33 8 687
a 33 9 838
a 33 10 437
a 33 11 999
a 33 12 869
a 33 13 522
a 33 14 181
a 33 15 307
a 33 16 541
a 33 17 768
a 33 18 838
a 33 19 734
a 33 20 785
a 33 21 324
a 33 22 261
a 33 23 412
a 33 24 128
a 33 25 760
a 33 26 646
a 33 27 17
a 33 28 647
a 33 29 474
a 33 30 747
a 33 31 11
a 33 32 649
a 33 34 665
a 33 35 645
a 33 36 659
a 33 37 815
a 33 38 408
a 33 39 472
a 33 40 100
a 33 41 136
a 33 42 722
a 33 43 995
a 33 44 394
a 33 45 546
a 33 46 99
a 33 47 261
a 33 48 796
a 33 49 238
a 33 50 13
a 34 1 545
a 34 2 435
a 34 3 327
a 34 4 160
a 34 5 458
a 34 6 632
a 34 7 491
a 34 8 839
a 34 9 63
a 34 10 769
a 34 11 480
a 34 12 906
a 34 13 464
a 34 14 83
a 34 15 40
a 34 16 478
a 34 17 526
a 34 18 9
a 34 19 645
a 34 20 198
a 34 21 310
a 34 22 403
a 34 23 269
a 34 24 253
a 34 25 446
a 34 26 912
a 34 27 982
a 34 28 817
a 34 29 558
a 34 30 516
a 34 31 482
a 34 32 417
a 34 33 608
a 34 35 81
a 34 36 436
a 34 37 167
a 34 38 33
a 34 39 410
a 34 40 737
a 34 41 471
a 34 42 5
a 34 43 155
a 34 44 144
a 34 45 429
a 34 46 189
a 34 47 850
a 34 48 618
a 34 49 283
a 34 50 12
a 35 1 577
a 35 2 361
a 35 3 848
a 35 4 997
a 35 5 961
a 35 6 292
a 35 7 129
a 35 8 463
a 35 9 71
a 35 10 353
a 35 11 547
a 35 12 593
a 35 13 962
a 35 14 170
a 35 15 302
a 35 16 829
a 35 17 170
a 35 18 0
a 35 19 107
a 35 20 824
a 35 21 914
a 35 22 314
a 35 23 343
a 35 24 720
a 35 25 951
a 35 26 943
a 35 27 413
a 35 28 604
a 35 29 815
a 35 30 63
a 35 31 903
a 35 32 247
a 35 33 346
a 35 34 957
a 35 36 166
a 35 37 397
a 35 38 892
a 35 39 175
a 35 40 477
a 35 41 812
a 35 42 248
a 35 43 612
a 35 44 353
a 35 45 196
a 35 46 678
a 35 47 900
a 35 48 579
a 35 49 407
a 35 50 805
a 36 1 428
a 36 2 179
a 36 3 305
a 36 4 65
a 36 5 351
a 36 6 742
a 36 7 160
a 36 8 166
a 36 9 5
a 36 10 162
a 36 11 460
a 36 12 578
a 36 13 983
a 36 14 84
a 36 15 920
a 36 16 862
a 36 17 112
a 36 18 248
a 36 19 951
a 36 20 805
a 36 21 389
a 36 22 920
a 36 23 831
a 36 24 100
a 36 25 597
a 36 26 131
a 36 27 585
a 36 28 784
a 36 29 626
a 36 30 432
a 36 31 78
a 36 32 90
